number,type_title,work_day_5,work_day_6,work_day_7,work_day_8,work_day_9,work_day_10,work_day_11,work_day_12,work_day_13,work_day_14,work_day_15,work_day_16,work_day_17,work_day_18,work_day_19,work_day_20,work_day_21,work_day_22,work_day_23,saturday_5,saturday_6,saturday_7,saturday_8,saturday_9,saturday_10,saturday_11,saturday_12,saturday_13,saturday_14,saturday_15,saturday_16,saturday_17,saturday_18,saturday_19,saturday_20,saturday_21,saturday_22,saturday_23,sunday_5,sunday_6,sunday_7,sunday_8,sunday_9,sunday_10,sunday_11,sunday_12,sunday_13,sunday_14,sunday_15,sunday_16,sunday_17,sunday_18,sunday_19,sunday_20,sunday_21,sunday_22,sunday_23,religion_sun_5,religion_sun_6,religion_sun_7,religion_sun_8,religion_sun_9,religion_sun_10,religion_sun_11,religion_sun_12,religion_sun_13,religion_sun_14,religion_sun_15,religion_sun_16,religion_sun_17,religion_sun_18,religion_sun_19,religion_sun_20,religion_sun_21,religion_sun_22,religion_sun_23,religion_sat_5,religion_sat_6,religion_sat_7,religion_sat_8,religion_sat_9,religion_sat_10,religion_sat_11,religion_sat_12,religion_sat_13,religion_sat_14,religion_sat_15,religion_sat_16,religion_sat_17,religion_sat_18,religion_sat_19,religion_sat_20,religion_sat_21,religion_sat_22,religion_sat_23,religion_wd_5,religion_wd_6,religion_wd_7,religion_wd_8,religion_wd_9,religion_wd_10,religion_wd_11,religion_wd_12,religion_wd_13,religion_wd_14,religion_wd_15,religion_wd_16,religion_wd_17,religion_wd_18,religion_wd_19,religion_wd_20,religion_wd_21,religion_wd_22,religion_wd_23,arena_wd_5,arena_wd_6,arena_wd_7,arena_wd_8,arena_wd_9,arena_wd_10,arena_wd_11,arena_wd_12,arena_wd_13,arena_wd_14,arena_wd_15,arena_wd_16,arena_wd_17,arena_wd_18,arena_wd_19,arena_wd_20,arena_wd_21,arena_wd_22,arena_wd_23,arena_sun_5,arena_sun_6,arena_sun_7,arena_sun_8,arena_sun_9,arena_sun_10,arena_sun_11,arena_sun_12,arena_sun_13,arena_sun_14,arena_sun_15,arena_sun_16,arena_sun_17,arena_sun_18,arena_sun_19,arena_sun_20,arena_sun_21,arena_sun_22,arena_sun_23,arena_sat_5,arena_sat_6,arena_sat_7,arena_sat_8,arena_sat_9,arena_sat_10,arena_sat_11,arena_sat_12,arena_sat_13,arena_sat_14,arena_sat_15,arena_sat_16,arena_sat_17,arena_sat_18,arena_sat_19,arena_sat_20,arena_sat_21,arena_sat_22,arena_sat_23,summer_wed_fri_5,summer_wed_fri_6,summer_wed_fri_7,summer_wed_fri_8,summer_wed_fri_9,summer_wed_fri_10,summer_wed_fri_11,summer_wed_fri_12,summer_wed_fri_13,summer_wed_fri_14,summer_wed_fri_15,summer_wed_fri_16,summer_wed_fri_17,summer_wed_fri_18,summer_wed_fri_19,summer_wed_fri_20,summer_wed_fri_21,summer_wed_fri_22,summer_wed_fri_23,summer_thu_tue_5,summer_thu_tue_6,summer_thu_tue_7,summer_thu_tue_8,summer_thu_tue_9,summer_thu_tue_10,summer_thu_tue_11,summer_thu_tue_12,summer_thu_tue_13,summer_thu_tue_14,summer_thu_tue_15,summer_thu_tue_16,summer_thu_tue_17,summer_thu_tue_18,summer_thu_tue_19,summer_thu_tue_20,summer_thu_tue_21,summer_thu_tue_22,summer_thu_tue_23,summer_sun_5,summer_sun_6,summer_sun_7,summer_sun_8,summer_sun_9,summer_sun_10,summer_sun_11,summer_sun_12,summer_sun_13,summer_sun_14,summer_sun_15,summer_sun_16,summer_sun_17,summer_sun_18,summer_sun_19,summer_sun_20,summer_sun_21,summer_sun_22,summer_sun_23,summer_sat_5,summer_sat_6,summer_sat_7,summer_sat_8,summer_sat_9,summer_sat_10,summer_sat_11,summer_sat_12,summer_sat_13,summer_sat_14,summer_sat_15,summer_sat_16,summer_sat_17,summer_sat_18,summer_sat_19,summer_sat_20,summer_sat_21,summer_sat_22,summer_sat_23
1,Автобусный,,497.14285714285717,497.14285714285717,497.14285714285717,497.14285714285717,497.14285714285717,497.14285714285717,497.14285714285717,497.14285714285717,497.14285714285717,497.14285714285717,497.14285714285717,497.14285714285717,497.14285714285717,174.0,174.0,497.14285714285717,,,,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,174.0,174.0,272.94117647058823,,,,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,272.94117647058823,174.0,174.0,272.94117647058823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Автобусный,,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,,,,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,,,,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Автобусный,,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,,,,,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,,,,,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,155.2941176470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5д,Автобусный,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,272.94117647058823,272.94117647058823,272.94117647058823,464.0,,,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,272.94117647058823,272.94117647058823,272.94117647058823,356.9230769230769,,,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,356.9230769230769,272.94117647058823,272.94117647058823,272.94117647058823,356.9230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Автобусный,,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,176.3265306122449,,,,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,,,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Автобусный,,47.5,47.5,47.5,47.5,47.5,47.5,47.5,,,47.5,47.5,47.5,47.5,47.5,,,,,,47.5,47.5,47.5,47.5,47.5,47.5,47.5,,,47.5,47.5,47.5,47.5,47.5,,,,,,47.5,47.5,47.5,47.5,47.5,47.5,47.5,,,47.5,47.5,47.5,47.5,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Автобусный,,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,148.9655172413793,54.0,148.9655172413793,,,,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,154.28571428571428,54.0,154.28571428571428,,,,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,100.46511627906976,54.0,100.46511627906976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Автобусный,,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,,,,,,,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,,,,,,,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,27.989690721649485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Автобусный,,56.5625,56.5625,,,,,,,56.5625,56.5625,56.5625,56.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Автобусный,,,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,,,,,,,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,,,,,,,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,73.22033898305085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Автобусный,,,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,,,,,,,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,,,,,,,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,25.857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Автобусный,,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,225.6,225.6,,,,,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,225.6,225.6,,,,,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,296.8421052631579,225.6,225.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21м,Автобусный,,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,,,,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,,,,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Автобусный,,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,157.0909090909091,157.0909090909091,288.0,,,,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,157.0909090909091,157.0909090909091,210.73170731707316,,,,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,210.73170731707316,157.0909090909091,157.0909090909091,210.73170731707316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Автобусный,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,144.0,288.0,288.0,,,,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,144.0,172.8,,,,,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,172.8,144.0,172.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Автобусный,,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,192.0,576.0,,,,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,192.0,288.0,,,,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,192.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Автобусный,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,,,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,,,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,228.19672131147541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27к,Автобусный,,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,,,,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,,,,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,75.42857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Автобусный,,37.44827586206897,37.44827586206897,37.44827586206897,,,,,,37.44827586206897,37.44827586206897,37.44827586206897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Автобусный,,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,76.47887323943662,,,,,,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,,,,,,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,20.884615384615383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Автобусный,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,,,,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,,,,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,26.48780487804878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Автобусный,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,304.86486486486484,940.0,940.0,,,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,304.86486486486484,626.6666666666666,626.6666666666666,,,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,626.6666666666666,304.86486486486484,626.6666666666666,626.6666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Автобусный,,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,118.04347826086956,,,,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,,,,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,57.1578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Автобусный,,,28.57894736842105,28.57894736842105,28.57894736842105,28.57894736842105,28.57894736842105,,,,,,28.57894736842105,28.57894736842105,28.57894736842105,,,,,,,28.57894736842105,28.57894736842105,28.57894736842105,28.57894736842105,28.57894736842105,,,,,,28.57894736842105,28.57894736842105,28.57894736842105,,,,,,,28.57894736842105,28.57894736842105,28.57894736842105,28.57894736842105,28.57894736842105,,,,,,28.57894736842105,28.57894736842105,28.57894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
